instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
scikit-learn__scikit-learn-15093,procedural_order_transfer,adp,raw;memory;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/memory,"prior_files_inspected: sklearn/utils/validation.py|sklearn/utils/__init__.py|sklearn/model_selection/tests/test_validation.py|sklearn/utils/tests/test_validation.py || prior_files_edited: test_simple.py|sklearn/utils/validation.py|test_fix.py|test_validation_direct.py|sklearn/utils/tests/test_validation.py|test_fix_complete.py|test_original_issue.py|SOLUTION_SUMMARY.md || prior_test_commands: 8→import pytest || error_failure_assertion_lines: ```python-traceback|24→from ..exceptions import NonBLASDotWarning|25→from ..exceptions import NotFittedError|26→from ..exceptions import DataConversionWarning|print(f""Import error: {e}"")|SyntaxError: invalid syntax|Import error: No module named pandas..."
scikit-learn__scikit-learn-15093,ADP_structure_helped,adp,raw;memory,medium,Consistent with normalized action/observation structure surfacing useful procedural evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-15093/memory,"prior_files_inspected: sklearn/utils/validation.py|sklearn/utils/__init__.py|sklearn/model_selection/tests/test_validation.py|sklearn/utils/tests/test_validation.py || prior_files_edited: test_simple.py|sklearn/utils/validation.py|test_fix.py|test_validation_direct.py|sklearn/utils/tests/test_validation.py|test_fix_complete.py|test_original_issue.py|SOLUTION_SUMMARY.md || prior_test_commands: 8→import pytest || error_failure_assertion_lines: ```python-traceback|24→from ..exceptions import NonBLASDotWarning|25→from ..exceptions import NotFittedError|26→from ..exceptions import DataConversionWarning|print(f""Import error: {e}"")|SyntaxError: invalid syntax|Import error: No module named pandas..."
scikit-learn__scikit-learn-25365,failure_signature_transfer,raw,adp;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/raw,"prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-pac... || run_failures=sklearn/exceptions.py|Traceback (most recent call last): | ModuleNotFoundError: No module named 'sklearn.__check_build._check_build' | During handling of the above exception, anoth..."
scikit-learn__scikit-learn-25365,patch_shape_transfer,raw,adp;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/raw,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-pac...
scikit-learn__scikit-learn-25365,procedural_order_transfer,raw,adp;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/raw,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-pac...
scikit-learn__scikit-learn-25365,failure_signature_transfer,memory,adp;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s... || run_failures=sklearn/exceptions.py|28 # mypy error: Module 'sklearn.manifold' has no attribute '_utils' | 31 # mypy error: Module 'sklearn.manifold' has no attribute '_barnes_hut_tsne' | 161 co...
scikit-learn__scikit-learn-25365,patch_shape_transfer,memory,adp;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s...
scikit-learn__scikit-learn-25365,procedural_order_transfer,memory,adp;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25365/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s...
scikit-learn__scikit-learn-25763,same_directory_transfer,adp,raw;no_memory,medium,Consistent with prior context localizing the agent to the target directory rather than an exact same file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw,"prior_files_inspected: sklearn/calibration.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py|test_fix.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/_parallel_backends.py|sklearn/calibration.py|test_fix.py || prior_test_commands: sklearn/utils/tests/test_array_api.py-148- xp = pytest.importorskip(""numpy.array_api"") || error_failure_assertion_lines: skl..."
scikit-learn__scikit-learn-25763,localization_hint,adp,raw;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw,"prior_files_inspected: sklearn/calibration.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py|test_fix.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/_parallel_backends.py|sklearn/calibration.py|test_fix.py || prior_test_commands: sklearn/utils/tests/test_array_api.py-148- xp = pytest.importorskip(""numpy.array_api"") || error_failure_assertion_lines: skl... || first_gold_file_read_step=3"
scikit-learn__scikit-learn-25763,failure_signature_transfer,adp,raw;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw,"prior_files_inspected: sklearn/calibration.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py|test_fix.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/_parallel_backends.py|sklearn/calibration.py|test_fix.py || prior_test_commands: sklearn/utils/tests/test_array_api.py-148- xp = pytest.importorskip(""numpy.array_api"") || error_failure_assertion_lines: skl... || run_failures=sklearn/exceptions.py|166 - 'raise', a `ValueError` is raised. | 250 raise ValueError(msg)|failed to spawn agents: Unknown agent 'researcher'. Available types: none registered. Use..."
scikit-learn__scikit-learn-25763,patch_shape_transfer,adp,raw;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw,"prior_files_inspected: sklearn/calibration.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py|test_fix.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/_parallel_backends.py|sklearn/calibration.py|test_fix.py || prior_test_commands: sklearn/utils/tests/test_array_api.py-148- xp = pytest.importorskip(""numpy.array_api"") || error_failure_assertion_lines: skl..."
scikit-learn__scikit-learn-25763,procedural_order_transfer,adp,raw;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw,"prior_files_inspected: sklearn/calibration.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py|sklearn/tests/test_calibration.py|test_fix.py || prior_files_edited: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/_parallel_backends.py|sklearn/calibration.py|test_fix.py || prior_test_commands: sklearn/utils/tests/test_array_api.py-148- xp = pytest.importorskip(""numpy.array_api"") || error_failure_assertion_lines: skl..."
scikit-learn__scikit-learn-25763,same_directory_transfer,memory,raw;no_memory,medium,Consistent with prior context localizing the agent to the target directory rather than an exact same file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s...
scikit-learn__scikit-learn-25763,localization_hint,memory,raw;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s... || first_gold_file_read_step=5
scikit-learn__scikit-learn-25763,failure_signature_transfer,memory,raw;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/memory,"prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s... || run_failures=sklearn/exceptions.py|166 - 'raise', a `ValueError` is raised. | 250 raise ValueError(msg)|45 raise ValueError(""Pandas output does not support sparse data."") | 50 except Exception:..."
scikit-learn__scikit-learn-25763,patch_shape_transfer,memory,raw;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s...
scikit-learn__scikit-learn-25763,procedural_order_transfer,memory,raw;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/scikit-learn__scikit-learn-25763/memory,prior_files_inspected: ../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/joblib/parallel.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/utils/fixes.py|../../../../.anaconda3/envs/strategy-training/lib/python3.9/site-packages/sklearn/model_selection/_validation.py|sklearn/calibration.py|sklearn/tests/test_calibration.py|sklearn/utils/tests/test_set_output.py|sklearn/pipeline.py|sklearn/compose/_column_transformer.py|sklearn/utils/_array_api.py|sklearn/utils/tests/test_array_api.py|metrics/_classification.py|metrics/_regression.py|metrics/_ranking.py|sklearn/utils/validation.py || prior_files_edited: ../../../../.anaconda3/envs/s...
sympy__sympy-11286,same_directory_transfer,raw,adp;no_memory,medium,Consistent with prior context localizing the agent to the target directory rather than an exact same file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/raw,prior_files_inspected: calculate_session_usage.py|sympy/printing/tests/test_ccode.py|sympy/printing/ccode.py|sympy/integrals/risch.py|sympy/functions/elementary/trigonometric.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py|sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/__init__.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: 8→from sympy.utilities.pytest import raises|python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|python3 -m pytest symp...
sympy__sympy-11286,localization_hint,raw,adp;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/raw,prior_files_inspected: calculate_session_usage.py|sympy/printing/tests/test_ccode.py|sympy/printing/ccode.py|sympy/integrals/risch.py|sympy/functions/elementary/trigonometric.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py|sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/__init__.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: 8→from sympy.utilities.pytest import raises|python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|python3 -m pytest symp... || first_gold_file_read_step=3
